
현재 판매가격(충전소)

기준일자 : 20170202,,,,,,(단위 : 원/리터)
고유번호,지역,상호,주소,상표,셀프여부,LPG

A0006756,경기 남양주시,덕소충전소,경기도 남양주시  경강로 228 (이패동),SK에너지,일반,839
A0006794,경기 남양주시,(주)아이피호평충전소,경기 남양주시 경춘로 1510,GS칼텍스,일반,837
A0006808,경기 남양주시,(주)성림에너지 별내충전소,경기도 남양주시 덕릉로 1115-24,SK가스,일반,837
A0006816,경기 남양주시,(주)태진내각충전소,경기 남양주시 진접읍 금강로유연들1길 52,SK에너지,일반,815
A0009250,경기 남양주시,광릉충전소,경기도 남양주시 진접읍 금강로 1937,E1,일반,820
A0009269,경기 남양주시,답내충전소,경기 남양주시 화도읍 경춘로 2390,SK에너지,일반,837
A0031190,경기 남양주시,덕소마석간충전소,경기 남양주시 와부읍 수레로 400,SK에너지,일반,838
A0032978,경기 남양주시,(주)휴브,경기도 남양주시 고산로 150  (삼패동),SK가스,일반,837
A0003615,경기 하남시,(주)브룩사이드,경기 하남시 하남대로 267 (상산곡동),SK가스,일반,836
A0003950,경기 하남시,SK하남충전소,경기 하남시 창우로 130 (창우동),SK가스,일반,836
A0004056,경기 하남시,하남만남주유소/충전소,경기 하남시 중부고속도로 117-2,SK에너지,일반,841
A0004092,경기 하남시,(주)삼표에너지 삼표충전소,경기도 하남시 서하남로 16 (감북동),GS칼텍스,일반,842
A0010194,경기 하남시,광동LPG충전소, 경기 하남시 망월동 경정길 58,SK에너지,일반,840
A0010933,경기 하남시,길동LPG충전소,경기 하남시 천호대로 1373 (초이동),E1,일반,844
A0032841,경기 하남시,위례LPG충전소,경기도 하남시 서하남로 242 (광암동),SK가스,일반,839
A0032984,경기 하남시,스타팅충전소,경기도 하남시 서하남로 477(춘궁동),SK에너지,일반,834
A0000179,경기 고양시,문봉동충전소, 경기도 고양시 일산동구 성현로 368,E1,일반,804
A0000570,경기 고양시,뉴타운충전소,경기 고양시 덕양구 북한산로 633 (지축동),GS칼텍스,일반,795
A0005065,경기 고양시,이산포충전소,경기 고양시 일산서구 법곳길 127  (법곳동),SK에너지,일반,803
A0005166,경기 고양시,화전LPG충전소,경기 고양시 덕양구 중앙로 246 (화전동),GS칼텍스,일반,830
A0005186,경기 고양시,썬엘피지충전소,경기 고양시 덕양구 중앙로 279 (화전동),GS칼텍스,일반,827
A0005201,경기 고양시,동아LPG충전소, 경기도 고양시 덕양구 호국로 1631,GS칼텍스,일반,819
A0005267,경기 고양시,평진충전소,경기 고양시 덕양구 호국로 1941 (벽제동),E1,일반,833
A0005269,경기 고양시,더불어가스충전소,경기 고양시 일산동구 고봉로 672 (성석동),E1,일반,748
A0005301,경기 고양시,일산충전소,경기도 고양시 일산동구  고양대로 941 (식사동) 일산충전소 3층,SK에너지,일반,799
A0005314,경기 고양시,자유로LPG충전소,경기 고양시 일산서구 이산포길 262 (법곳동),SK에너지,일반,803
A0005338,경기 고양시,통일로내유가스충전소,경기도 고양시 덕양구  통일로 1190 (내유동),GS칼텍스,일반,712
A0005412,경기 고양시,일산오렌지충전소,경기도 고양시 일산동구  백마로 42 (장항동),E1,일반,803
A0005413,경기 고양시,원당LPG충전소,경기도 고양시 덕양구 호국로 989 (원당동),E1,일반,812
A0005439,경기 고양시,설문LPG충전소,경기 고양시 일산동구 고봉로 855 (설문동),SK에너지,일반,793
A0005446,경기 고양시,신우에너지(주), 경기도 고양시 일산동구 고봉로 470 (성석동),SK가스,일반,814
A0005453,경기 고양시,(주)삼전 명성충전소,경기 고양시 덕양구 호국로 1634 (벽제동),SK에너지,일반,809
A0005458,경기 고양시,(주)상암에너지,경기 고양시 덕양구 자유로 40 (덕은동),GS칼텍스,일반,819
A0005460,경기 고양시,(주)와이이에스 자유제일충전소,경기 고양시 덕양구 자유로 489 (행주외동),SK에너지,일반,803
A0005461,경기 고양시,주)서강이엔한강LPG충전소,경기도 고양시 덕양구  자유로 88 (덕은동),SK에너지,일반,803
A0005464,경기 고양시,주식회사원일에너지,경기 고양시 일산동구 문봉길62번길 32-54 (문봉동),SK에너지,일반,775
A0005475,경기 고양시,복지용두충전소,경기도 고양시 덕양구  서오릉로 569 (용두동) 복지용두충전소,SK가스,일반,840
A0005480,경기 고양시,신우에너지(주)신도시충전소,경기 고양시 일산동구 경의로 234  (백석동),SK가스,일반,814
A0005483,경기 고양시,신우에너지(주)신일산충전소,경기 고양시 일산서구 경의로 789 (대화동),SK가스,일반,814
A0005523,경기 고양시,(주)휴세코 희망주유/충전소,경기도 고양시 일산서구  경의로 910 (덕이동),GS칼텍스,일반,803
A0005526,경기 고양시,삼미상사(주)일산제일충전소,경기 고양시 일산동구 고봉로 479 (성석동),SK에너지,일반,799
A0005531,경기 고양시,신우에너지(주)풍동충전소,경기도 고양시 일산동구 식사동 861-1,SK가스,일반,814
A0005575,경기 고양시,서서울LPG충전소,경기도 고양시 일산서구 덕이로 300 (덕이동),GS칼텍스,일반,749
A0010126,경기 고양시,대양가스충전소,경기 고양시 덕양구 대덕산로 114  (덕은동),S-OIL,일반,841
A0011913,경기 고양시,원당 오렌지충전소,경기도 고양시 덕양구  호국로 996 (원당동),E1,일반,812
A0033057,경기 고양시,서오능충전소,경기도 고양시 덕양구 권율대로 450-1,SK가스,일반,821
A0001381,경기 용인시,수원IC LPG충전소,경기도 용인시 기흥구 중부대로 252  (영덕동),E1,일반,789
A0005118,경기 용인시,용인충전소,경기도 용인시 처인구  백옥대로 1255-6 (유방동),SK에너지,일반,749
A0007152,경기 용인시,영덕엘피지충전소,경기 용인시 기흥구 중부대로 131 (영덕동),GS칼텍스,일반,785
A0007161,경기 용인시,신갈톨게이트LPG충전소,경기 용인시 기흥구 중부대로 261,GS칼텍스,일반,783
A0007168,경기 용인시,경안충전소,경기 용인시 처인구 모현면 백옥대로 2547,SK가스,일반,823
A0007171,경기 용인시,(주)한미석유구성그린LPG충전소,경기 용인시 기흥구 용구대로 2425 (마북동),GS칼텍스,일반,785
A0007198,경기 용인시,그린에너지,경기도 용인시 기흥구 덕영대로 1872 (하갈동),SK에너지,일반,799
A0007207,경기 용인시,민속촌LPG충전소,경기 용인시 기흥구 사은로 178 (지곡동),E1,일반,796
A0007226,경기 용인시,에버충전소,경기 용인시 처인구 포곡읍 백옥대로 1860,SK에너지,일반,785
A0007236,경기 용인시,송전휴게소,경기 용인시 처인구 이동면 남북대로 2616,SK에너지,일반,813
A0007244,경기 용인시,동백LPG충전소,경기 용인시 기흥구 동백죽전대로 563 (동백동),E1,일반,830
A0007302,경기 용인시,신한에너지,경기 용인시 처인구 삼가동 중부대로 997,GS칼텍스,일반,794
A0007309,경기 용인시,신갈자동차충전소sk,경기 용인시 기흥구 용구대로2469번길 51 (보정동),SK에너지,일반,785
A0007424,경기 용인시,(주)한진가스,경기 용인시 처인구 중부대로 1148 (삼가동),SK에너지,일반,803
A0007433,경기 용인시,(주)대호에너지, 경기도 용인시 기흥구 중부대로 208 (영덕동),GS칼텍스,일반,789
A0007450,경기 용인시,용인(하)고속도로주유소(충전소),경기 용인시 처인구 양지면 주북로94번길 30,SK에너지,셀프,843
A0007451,경기 용인시,용인(상)주유소/충전소,경기 용인시 처인구 주북로 66-16 (고림동),현대오일뱅크,셀프,843
A0007488,경기 용인시,(주)한미석유기흥주유소/충전소,경기 용인시 기흥구 공세로 173 (공세동),S-OIL,일반,828
A0008659,경기 용인시,대한에너지,경기도 용인시 처인구  중부대로 1788 (마평동),SK가스,일반,799
A0008676,경기 용인시,양지 LPG 충전소,경기 용인시 처인구 양지면 양지로 17-9,SK에너지,일반,799
A0008712,경기 용인시,선봉대에너지,경기 용인시 처인구 성산로 153,SK가스,일반,789
A0008721,경기 용인시,백암충전소,경기 용인시 처인구 백암면 죽양대로 1401,SK에너지,일반,823
A0008743,경기 용인시,유림충전소, 경기도 용인시 처인구 백옥대로 1214,S-OIL,일반,799
A0008748,경기 용인시,동백팰리스충전소,경기도 용인시 기흥구 동백죽전대로 521 (동백동),SK에너지,일반,830
A0008757,경기 용인시,용인에너지,경기도 용인시 처인구 백옥대로 1002 (남동),SK에너지,일반,813
A0008823,경기 용인시,구갈충전소,경기 용인시 기흥구 중부대로 514 (구갈동),GS칼텍스,일반,812
A0008825,경기 용인시,반도체충전소,경기도 용인시 기흥구 삼성2로 61,SK에너지,일반,814
A0008846,경기 용인시,제이에스에너지(주),경기도 용인시 기흥구  용구대로 1875 (보라동),GS칼텍스,일반,795
A0008856,경기 용인시,유방동LPG충전소,경기 용인시 처인구 백옥대로 1260 (유방동),GS칼텍스,일반,785
A0008858,경기 용인시,(주)성림가스마북LPG충전소,경기 용인시 기흥구 용구대로 2294 (마북동),SK가스,일반,801
A0008874,경기 용인시,수지충전소,경기도 용인시 기흥구  신정로 609 (보정동),SK에너지,일반,814
A0008884,경기 용인시,모과나무충전소,경기도 용인시 처인구 모현면 포은대로 230,SK에너지,일반,835
A0008887,경기 용인시,베스트오일(주)직영용인웰컴LPG충전소, 경기도 용인시 처인구 양지면 중부대로 1863,S-OIL,일반,783
A0008899,경기 용인시,서일석유(주)기흥서일 충전소,경기도 용인시 기흥구  신수로 179 (신갈동 357-2),GS칼텍스,일반,785
A0008908,경기 용인시,서일산업(주)용인충전소,경기도 용인시 처인구 이동면 남북대로 2617,GS칼텍스,일반,813
A0009289,경기 용인시,동경LPG충전소,경기 용인시 처인구 포곡읍 백옥대로 1827,E1,일반,795
A0000715,경기 양주시,양주신흥에너지,경기 양주시 장흥면 호국로,SK가스,일반,829
A0004226,경기 양주시,덕인에너지,경기도 양주시 평화로 1381,SK에너지,일반,825
A0004461,경기 양주시,유양에너지,경기 양주시 부흥로 1213 (유양동),SK에너지,일반,839
A0004479,경기 양주시,유양LPG충전소,경기 양주시 부흥로 1320 (유양동),E1,일반,839
A0004487,경기 양주시,모정제2주유소충전소,경기 양주시 은현면 화합로 959,SK에너지,셀프,780
A0004492,경기 양주시,송추LPG충전소, 경기도 양주시 장흥면 호국로 682 외 1필지,SK에너지,일반,829
A0004589,경기 양주시,모정주유소,경기 양주시 화합로 1547 (회암동),SK에너지,일반,825
A0004613,경기 양주시,SK사과나무충전소/주유소,경기 양주시 부흥로 1879-7 (광사동),SK에너지,일반,843
A0004811,경기 양주시,양주에너지덕정lpg충전소,경기도 양주시 화합로 1277 (회정동),E1,일반,825
A0004820,경기 양주시,광적충전소,경기 양주시 광적면 광적로 118,현대오일뱅크,일반,830
A0004827,경기 양주시,양주에너지봉양LPG충전소,경기도 양주시 평화로 2041 (봉양동),E1,일반,822
A0004861,경기 양주시,(주)용암엘피지충전소,경기도 양주시 은현면 평화로 1878,SK에너지,일반,832
A0004888,경기 양주시,회천농협충전소,경기도 양주시  평화로 1855 (회정동),S-OIL,일반,810
A0004999,경기 양주시,(주)소모에너지엔테크놀러지 뉴양주주유소충전소,경기도 양주시 남면 감악산로 355,GS칼텍스,일반,847
A0005044,경기 양주시,현일산업(주),경기도 양주시  동일로 955 (마전동),S-OIL,일반,787
A0006123,경기 양주시,옥정LPG충전소, 경기도 양주시 화합로 1677 (율정동),E1,일반,825
A0009400,경기 양주시,장흥LPG충전소,경기 양주시 장흥면 일영로 748,SK가스,일반,833
A0032670,경기 양주시,KH에너지(주)직영양주충전소(일산방향),경기도 양주시 장흥면 서울외곽순환고속도로 58,SK가스,일반,839
A0000517,경기 여주시,(주)여주에너지,경기 여주시  영릉로 148,SK가스,일반,845
A0003671,경기 여주시,(주)건화직영충전소,경기 여주시 가남읍 일신로 21,SK에너지,일반,839
A0003836,경기 여주시,가남LPG충전소,경기 여주시 가남읍 경충대로 1331,E1,일반,839
A0003961,경기 여주시,연세석유여주LPG충전소,경기도 여주시  신륵로 164,GS칼텍스,일반,819
A0004060,경기 여주시,(주)고신통상여주주유소/충전소,경기 여주시 가남읍 여주남로 722,GS칼텍스,일반,780
A0004083,경기 여주시,(주)원일유통여주(상),경기 여주시 가남읍 화평길 116,현대오일뱅크,셀프,843
A0004109,경기 여주시,(주)한중에너지,경기 여주시  향교로 9,SK에너지,일반,845
A0004139,경기 여주시,케이와이에너지(주)능서주유충전소,경기 여주시 능서면 중부대로 2171,GS칼텍스,일반,828
A0010220,경기 여주시,서여주 양평방향 주유소,경기도 여주시 능서면 중부내륙고속도로 272,GS칼텍스,일반,884
A0010222,경기 여주시,서여주 마산방향주유소,경기 여주시 중부내륙길 271번길,GS칼텍스,일반,884
A0012840,경기 여주시,여주LPG충전소,경기 여주시 가남읍 경충대로 902,E1,일반,859
A0031961,경기 여주시,극동유화(주)대성충전소,경기도 여주시  신륵로 19,현대오일뱅크,일반,825
A0002038,경기 화성시,병점대교충전소,경기도 화성시 효행로 869-6 (진안동),SK에너지,일반,832
A0002247,경기 화성시,신도시충전소, 경기도 화성시 동탄면 경기동로 541,E1,일반,749
A0002267,경기 화성시,동탄뉴타운충전소,경기도 화성시 동탄면 경기동로 228*,GS칼텍스,일반,759
A0002279,경기 화성시,뉴타운충전소,경기도 화성시 비봉면 화성로 1589,SK에너지,일반,789
